Code,Quantity,option_id,warehouse_id,opening_stock,cost,expiry
PR-Pooh147 ,0,3,1,1,12.94,20-02-18
40035,9,3,1,1,13,21-02-18
40005,0,3,1,1,13.04,22-02-18
40009,21,3,1,1,16,23-02-18
40024,3,3,1,1,17,24-02-18
Walker SL-XB5 ,5,3,1,1,17,25-02-18
40036,16,3,1,1,18.5,26-02-18
40094,7,3,1,1,18.79,27-02-18
40037,1,3,1,1,19.8,28-02-18
40041,24,3,1,1,21,01-03-18
768,2,3,1,1,21,02-03-18
walker6220YST ,1,3,1,1,23.5,03-03-18
40010,4,3,1,1,24,04-03-18
40001,2,3,1,1,25,05-03-18
walker6310 ,5,3,1,1,26.5,06-03-18
walker213BR ,0,3,1,1,27,07-03-18
walker6320YST ,6,3,1,1,27.3,08-03-18
40086,18,3,1,1,28.08,09-03-18
40006,8,3,1,1,28.7,10-03-18
40003,12,3,1,1,29.85,11-03-18
40002,7,3,1,1,30,12-03-18
Twin SL501s ,1,3,1,1,40,13-03-18
40007,0,3,1,1,40.35,14-03-18
40004,9,3,1,1,41.26,15-03-18
AUAC1S ,2,3,1,1,43.5,16-03-18
Ppimi-05 ,0,3,1,1,44,17-03-18
AUBH01 ,3,3,1,1,46.5,18-03-18
AUAC2S ,3,3,1,1,46.72,19-03-18
PPimi-07 ,6,3,1,1,49.77,20-03-18
SLD-58A ,8,3,1,1,52.54,21-03-18
PPimi-02 ,8,3,1,1,56.03,22-03-18
CS-333 ,12,3,1,1,56.81,23-03-18
Ppimi-06 ,1,3,1,1,57.14,24-03-18
40057,2,3,1,1,58,25-03-18
Twin 705 ,0,3,1,1,59.5,26-03-18
PPimi-03 ,11,3,1,1,62.38,27-03-18
AUAC3S ,2,3,1,1,66,28-03-18
Twin 703R ,1,3,1,1,68,29-03-18
40011,3,3,1,1,70,30-03-18
AUCH-27 4IN1 ,2,3,1,1,72.18,31-03-18
PPimi-04 ,16,3,1,1,73.49,01-04-18
Bed-FC6060 ,7,3,1,1,86.44,02-04-18
V2 ,2,3,1,1,91.21,05-04-18
40072,0,3,1,1,93.5,06-04-18
CS-701 ,5,3,1,1,95,07-04-18
AUAC4S ,0,3,1,1,96,08-04-18
Bed 558 ,,3,1,1,100,09-04-18
Bed Swing  ,4,3,1,1,100.71,10-04-18
Bed Z-18 ,4,3,1,1,103.73,11-04-18
Bed ZB-598 ,1,3,1,1,111.75,12-04-18
PPimi 08 ,12,3,1,1,117.06,13-04-18
Bed-FC9093 ,4,3,1,1,122.95,14-04-18
40073,2,3,1,1,128.27,15-04-18
