Code,Quantity,option_id,warehouse_id,opening_stock,cost,expiry
10321,31,3,1,1,0.3,12-09-18
10322,78,3,1,1,0,13-09-18
10323,40,3,1,1,10,14-09-18
10324,0,3,1,1,1.58,15-09-18
10325,120,3,1,1,0.7,16-09-18
10326,60,3,1,1,4,17-09-18
10327,33,3,1,1,8.1,18-09-18
10328,8,3,1,1,9.3,19-09-18
10329,0,3,1,1,9.3,20-09-18
10330,9,3,1,1,9.3,21-09-18
10331,0,3,1,1,9.3,22-09-18
10332,0,3,1,1,9.3,23-09-18
10333,1,3,1,1,9.3,24-09-18
10334,6,3,1,1,9.3,25-09-18
10335,1,3,1,1,11.3,26-09-18
10336,1,3,1,1,11.3,27-09-18
10337,7,3,1,1,6,28-09-18
10338,7,3,1,1,6,29-09-18
10339,8,3,1,1,6,30-09-18
10340,3,3,1,1,6,01-10-18
10341,9,3,1,1,6,02-10-18
10342,0,3,1,1,6,03-10-18
10343,4,3,1,1,6,04-10-18
10344,4,3,1,1,5.5,05-10-18
10345,0,3,1,1,5.1,06-10-18
10346,28,3,1,1,7,07-10-18
10347,0,3,1,1,1.28,08-10-18
10348,12,3,1,1,1.28,09-10-18
10349,11,3,1,1,7.5,10-10-18
10350,119,3,1,1,0.58,11-10-18
10351,115,3,1,1,0.38,12-10-18
10352,0,3,1,1,5,13-10-18
